开始时间,SQL 语句,数据库,User来源,IP来源,执行时间（s）,锁时间（s）,扫描行数,返回行数
"2023-10-25 11:28:16","SELECT COUNT(1) FROM ( SELECT DISTINCT t1.check_stock_order_outer_id AS checkStockOrderOuterId, t2.warehouse_name AS warehouseName, t1.check_stock_area AS checkStockArea, t1.sku_count AS skuCount, t1.check_stock_status AS checkStockStatus, t3.tea_name AS createUserName, t1.create_date AS createDate FROM tenant_check_stock_order t1 INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id AND t2.is_del = 0 LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id AND t4.is_del = 0 LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id AND t5.is_del = 0 WHERE t1.is_del = 0 ) TOTAL","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","28.799","0","9952828","1"
"2023-10-25 11:28:16","SELECT DISTINCT
        t1.check_stock_order_outer_id AS checkStockOrderOuterId,
        t2.warehouse_name AS warehouseName,
        t1.check_stock_area AS checkStockArea,
        t1.sku_count AS skuCount,
        t1.check_stock_status AS checkStockStatus,
        t3.tea_name AS createUserName,
        t1.create_date AS createDate
        FROM
        tenant_check_stock_order t1
        INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id
        AND t2.is_del = 0
        LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id
        LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id
        AND t4.is_del = 0
        LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id
        AND t5.is_del = 0
         WHERE t1.is_del = 0 
        ORDER BY
        t1.create_date DESC LIMIT 0,20","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","27.587","0","8531264","20"
"2023-10-25 11:28:46","SELECT COUNT(1) FROM ( SELECT DISTINCT t1.check_stock_order_outer_id AS checkStockOrderOuterId, t2.warehouse_name AS warehouseName, t1.check_stock_area AS checkStockArea, t1.sku_count AS skuCount, t1.check_stock_status AS checkStockStatus, t3.tea_name AS createUserName, t1.create_date AS createDate FROM tenant_check_stock_order t1 INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id AND t2.is_del = 0 LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id AND t4.is_del = 0 LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id AND t5.is_del = 0 WHERE t1.is_del = 0 ) TOTAL","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","25.642","0","9952835","1"
"2023-10-25 11:28:41","SELECT DISTINCT
        t1.check_stock_order_outer_id AS checkStockOrderOuterId,
        t2.warehouse_name AS warehouseName,
        t1.check_stock_area AS checkStockArea,
        t1.sku_count AS skuCount,
        t1.check_stock_status AS checkStockStatus,
        t3.tea_name AS createUserName,
        t1.create_date AS createDate
        FROM
        tenant_check_stock_order t1
        INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id
        AND t2.is_del = 0
        LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id
        LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id
        AND t4.is_del = 0
        LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id
        AND t5.is_del = 0
         WHERE t1.is_del = 0 
        ORDER BY
        t1.create_date DESC LIMIT 0,20","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","24.83","0","8531270","20"
"2023-10-24 15:26:03","SELECT COUNT(1) FROM ( SELECT DISTINCT t1.check_stock_order_outer_id AS checkStockOrderOuterId, t2.warehouse_name AS warehouseName, t1.check_stock_area AS checkStockArea, t1.sku_count AS skuCount, t1.check_stock_status AS checkStockStatus, t3.tea_name AS createUserName, t1.create_date AS createDate FROM tenant_check_stock_order t1 INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id AND t2.is_del = 0 LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id AND t4.is_del = 0 LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id AND t5.is_del = 0 WHERE t1.is_del = 0 ) TOTAL","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.2","20.31","0","9906096","1"
"2023-10-25 11:29:05","SELECT DISTINCT
        t1.check_stock_order_outer_id AS checkStockOrderOuterId,
        t2.warehouse_name AS warehouseName,
        t1.check_stock_area AS checkStockArea,
        t1.sku_count AS skuCount,
        t1.check_stock_status AS checkStockStatus,
        t3.tea_name AS createUserName,
        t1.create_date AS createDate
        FROM
        tenant_check_stock_order t1
        INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id
        AND t2.is_del = 0
        LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id
        LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id
        AND t4.is_del = 0
        LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id
        AND t5.is_del = 0
         WHERE t1.is_del = 0 
        ORDER BY
        t1.create_date DESC LIMIT 0,20","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","19.957","0","8531270","20"
"2023-10-25 11:27:49","SELECT COUNT(1) FROM ( SELECT DISTINCT t1.check_stock_order_outer_id AS checkStockOrderOuterId, t2.warehouse_name AS warehouseName, t1.check_stock_area AS checkStockArea, t1.sku_count AS skuCount, t1.check_stock_status AS checkStockStatus, t3.tea_name AS createUserName, t1.create_date AS createDate FROM tenant_check_stock_order t1 INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id AND t2.is_del = 0 LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id AND t4.is_del = 0 LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id AND t5.is_del = 0 WHERE t1.is_del = 0 ) TOTAL","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","19.15","0","9952828","1"
"2023-10-24 15:28:19","SELECT COUNT(1) FROM ( SELECT DISTINCT t1.check_stock_order_outer_id AS checkStockOrderOuterId, t2.warehouse_name AS warehouseName, t1.check_stock_area AS checkStockArea, t1.sku_count AS skuCount, t1.check_stock_status AS checkStockStatus, t3.tea_name AS createUserName, t1.create_date AS createDate FROM tenant_check_stock_order t1 INNER JOIN tenant_warehouse t2 ON t1.warehouse_id = t2.warehouse_inner_id AND t2.is_del = 0 LEFT JOIN tenant_employee_account t3 ON t1.create_user = t3.tea_id LEFT JOIN tenant_check_stock_order_detail t4 ON t1.check_stock_order_inner_id = t4.check_stock_order_inner_id AND t4.is_del = 0 LEFT JOIN tenant_product t5 ON t4.product_id = t5.product_inner_id AND t5.is_del = 0 WHERE t1.is_del = 0 ) TOTAL","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","18.913","0","9906117","1"
"2023-10-25 11:28:11","SELECT
        COUNT( DISTINCT IF( t1.relatedId = '-', NULL, t1.relatedId ) ) AS businessCount,
        SUM( IF( t1.inventoryType NOT IN ( 11, 12, 15, 16, 17, 18, 20, 21 ) and t1.inventoryQuantity > 0,
        t1.inventoryQuantity, 0 ) ) AS inStockCount,
        SUM( IF( t1.inventoryType NOT IN ( 11, 12, 15, 16, 17, 18, 20, 21 ) and t1.inventoryQuantity  <  0,
        t1.inventoryQuantity, 0 ) ) AS outStockCount
        FROM
        (
        SELECT
        tsf.stock_flow_id AS stockFlowId,
        IFNULL( tp.main_cover, tsp.attr_pic ) AS mainCover,
        tp.third_code AS thirdCode,
        tp.product_name AS productName,
        tsp.single_product_third_code AS singleProductThirdCode,
        tw.warehouse_name AS warehouseName,
        tsf.inventory_type AS inventoryType,
        tsf.inventory_quantity AS inventoryQuantity,
        IFNULL( ( CASE tsf.inventory_type
        WHEN 0 THEN '-'
        WHEN 1 THEN tpots.supplier_name
        WHEN 2 THEN IF( outtrtw.warehouse_type = 0, CONCAT( outtrtd.dealer_name, '-', outtrtw.warehouse_name ),
        outtrtw.warehouse_name )
        WHEN 3 THEN '-'
        WHEN 4 THEN '-'
        WHEN 5 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 6 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 7 THEN tprots.supplier_name
        WHEN 8 THEN IF( intrtw.warehouse_type = 0, CONCAT( intrtd.dealer_name, '-', intrtw.warehouse_name ),
        intrtw.warehouse_name )
        WHEN 9 THEN '-'
        WHEN 10 THEN '-'
        WHEN 11 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 12 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 13 THEN intdtd.dealer_name
        WHEN 14 THEN outtdtd.dealer_name
        WHEN 15 THEN IF( intrtw.warehouse_type = 0, CONCAT( intrtd.dealer_name, '-', intrtw.warehouse_name ),
        intrtw.warehouse_name )
        WHEN 16 THEN IF( intrtw.warehouse_type = 0, CONCAT( intrtd.dealer_name, '-', intrtw.warehouse_name ),
        intrtw.warehouse_name )
        WHEN 17 THEN intdtd.dealer_name
        WHEN 18 THEN intdtd.dealer_name
        WHEN 19 THEN IFNULL( trotu.user_name, trotu.user_nickname )
        WHEN 20 THEN IF( outtrtw.warehouse_type = 0, CONCAT( outtrtd.dealer_name, '-', outtrtw.warehouse_name ),
        outtrtw.warehouse_name )
        WHEN 21 THEN outtdtd.dealer_name
        ELSE '-' END ), '-') AS relatedName,
        ( tsf.physical_inventory_balance + tsf.occupied_inventory_balance ) AS InventoryBalance,
        tsf.create_date AS createDate,
        tsf.physical_inventory_balance AS physicalInventoryBalance,
        tsf.occupied_inventory_balance AS occupiedInventoryBalance,
        tsf.Intransit_inventory_balance AS IntransitInventoryBalance,
        IFNULL( twr.warehouse_receipt_outer_id, '-' ) AS warehouseReceiptOuterId,
        IFNULL( ( CASE tsf.inventory_type
        WHEN 0 THEN '-'
        WHEN 1 THEN tpo.purchase_order_outer_id
        WHEN 2 THEN tr.requisition_outer_id
        WHEN 3 THEN tcso.check_stock_order_outer_id
        WHEN 4 THEN '-'
        WHEN 5 THEN tor.order_outer_id
        WHEN 6 THEN tor.order_outer_id
        WHEN 7 THEN tpro.purchase_return_order_outer_id
        WHEN 8 THEN tr.requisition_outer_id
        WHEN 9 THEN tcso.check_stock_order_outer_id
        WHEN 10 THEN '-'
        WHEN 11 THEN tor.order_outer_id
        WHEN 12 THEN tor.order_outer_id
        WHEN 13 THEN td.distribution_outer_id
        WHEN 14 THEN td.distribution_outer_id
        WHEN 15 THEN tr.requisition_outer_id
        WHEN 16 THEN tr.requisition_outer_id
        WHEN 17 THEN td.distribution_outer_id
        WHEN 18 THEN td.distribution_outer_id
        WHEN 19 THEN tro.return_order_outer_id
        WHEN 20 THEN tr.requisition_outer_id
        WHEN 21 THEN td.distribution_outer_id
        ELSE '-' END ), '-') AS relatedId,
        tsp.single_product_inner_id AS singleProductInnerId,
        tp.product_inner_id
        FROM
        tenant_stock_flow tsf
        INNER JOIN tenant_product tp ON tsf.product_id = tp.product_inner_id
        AND tp.is_del = 0
        INNER JOIN tenant_single_product tsp ON tsf.single_product_id = tsp.single_product_inner_id
        AND tsp.is_del = 0
        INNER JOIN tenant_warehouse tw ON tsf.warehouse_id = tw.warehouse_inner_id
        LEFT JOIN tenant_employee_account tea ON tsf.oper_user = tea.tea_id
        LEFT JOIN tenant_warehouse_receipt twr ON tsf.warehouse_receipt_id = twr.warehouse_receipt_inner_id

        LEFT JOIN tenant_purchase_order tpo ON tsf.related_id = tpo.purchase_order_inner_id
        LEFT JOIN tenant_supplier tpots ON tpo.supplier_id = tpots.supplier_inner_id

        LEFT JOIN tenant_purchase_return_order tpro ON tsf.related_id = tpro.purchase_return_order_inner_id
        LEFT JOIN tenant_supplier tprots ON tpro.supplier_id = tprots.supplier_inner_id

        LEFT JOIN tenant_requisition tr ON tsf.related_id = tr.requisition_inner_id
        LEFT JOIN tenant_warehouse outtrtw ON tr.out_warehouse_id = outtrtw.warehouse_inner_id
        LEFT JOIN tenant_dealer outtrtd ON outtrtw.dealer_id = outtrtd.dealer_inner_id
        LEFT JOIN tenant_warehouse intrtw ON tr.in_warehouse_id = intrtw.warehouse_inner_id
        LEFT JOIN tenant_dealer intrtd ON intrtw.dealer_id = intrtd.dealer_inner_id

        LEFT JOIN tenant_check_stock_order tcso ON tsf.related_id = tcso.check_stock_order_inner_id

        LEFT JOIN tenant_order tor ON tsf.related_id = tor.order_inner_id
        LEFT JOIN tenant_user tortu ON tor.user_id = tortu.user_inner_id

        LEFT JOIN tenant_distribution td ON tsf.related_id = td.distribution_inner_id
        LEFT JOIN tenant_distr_order tdtdo ON td.distr_order_inner_id = tdtdo.distr_order_inner_id
        LEFT JOIN tenant_dealer intdtd ON tdtdo.distr_order_initiator_id = intdtd.dealer_inner_id
        LEFT JOIN tenant_dealer outtdtd ON tdtdo.distr_order_target_id = outtdtd.dealer_inner_id

        LEFT JOIN tenant_return_order tro ON tsf.related_id = tro.return_order_inner_id
        AND tro.return_order_src = 0
        LEFT JOIN tenant_order troto ON tro.order_inner_id = troto.order_inner_id
        LEFT JOIN tenant_user trotu ON troto.user_id = trotu.user_inner_id
         WHERE tsf.is_del = 0 
        GROUP BY
        tsf.stock_flow_id
        ) t1
          
        ORDER BY
        t1.stockFlowId DESC,
        t1.product_inner_id DESC","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.2","18.343","0.001","10816314","1"
"2023-10-25 11:28:11","SELECT COUNT(1) FROM ( SELECT
        t1.stockFlowId,
        t1.mainCover,
        t1.thirdCode,
        t1.productName,
        t1.singleProductThirdCode,
        t1.warehouseName,
        t1.inventoryType,
        t1.inventoryQuantity,
        t1.relatedName,
        t1.InventoryBalance,
        t1.createDate,
        t1.physicalInventoryBalance,
        t1.occupiedInventoryBalance,
        t1.IntransitInventoryBalance,
        t1.warehouseReceiptOuterId,
        t1.relatedId,
        t1.singleProductInnerId
        FROM
        (
        SELECT
        tsf.stock_flow_id AS stockFlowId,
        IFNULL( tp.main_cover, tsp.attr_pic ) AS mainCover,
        tp.third_code AS thirdCode,
        tp.product_name AS productName,
        tsp.single_product_third_code AS singleProductThirdCode,
        tw.warehouse_name AS warehouseName,
        tsf.inventory_type AS inventoryType,
        tsf.inventory_quantity AS inventoryQuantity,
        IFNULL( ( CASE tsf.inventory_type
        WHEN 0 THEN '-'
        WHEN 1 THEN tpots.supplier_name
        WHEN 2 THEN IF( outtrtw.warehouse_type = 0, CONCAT( outtrtd.dealer_name, '-', outtrtw.warehouse_name ),
        outtrtw.warehouse_name )
        WHEN 3 THEN '-'
        WHEN 4 THEN '-'
        WHEN 5 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 6 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 7 THEN tprots.supplier_name
        WHEN 8 THEN IF( intrtw.warehouse_type = 0, CONCAT( intrtd.dealer_name, '-', intrtw.warehouse_name ),
        intrtw.warehouse_name )
        WHEN 9 THEN '-'
        WHEN 10 THEN '-'
        WHEN 11 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 12 THEN IFNULL( tortu.user_name, tortu.user_nickname )
        WHEN 13 THEN intdtd.dealer_name
        WHEN 14 THEN outtdtd.dealer_name
        WHEN 15 THEN IF( intrtw.warehouse_type = 0, CONCAT( intrtd.dealer_name, '-', intrtw.warehouse_name ),
        intrtw.warehouse_name )
        WHEN 16 THEN IF( intrtw.warehouse_type = 0, CONCAT( intrtd.dealer_name, '-', intrtw.warehouse_name ),
        intrtw.warehouse_name )
        WHEN 17 THEN intdtd.dealer_name
        WHEN 18 THEN intdtd.dealer_name
        WHEN 19 THEN IFNULL( trotu.user_name, trotu.user_nickname )
        WHEN 20 THEN IF( outtrtw.warehouse_type = 0, CONCAT( outtrtd.dealer_name, '-', outtrtw.warehouse_name ),
        outtrtw.warehouse_name )
        WHEN 21 THEN outtdtd.dealer_name
        WHEN 22 THEN IFNULL( tratu.user_name, tratu.user_nickname )
        WHEN 23 THEN IFNULL( tratu.user_name, tratu.user_nickname )
        WHEN 24 THEN outtdrotd.dealer_name
        WHEN 25 THEN intdrotd.dealer_name
        WHEN 26 THEN intdrotd.dealer_name
        ELSE '-' END ), '-') AS relatedName,
        ( tsf.physical_inventory_balance + tsf.occupied_inventory_balance ) AS InventoryBalance,
        tsf.create_date AS createDate,
        tsf.physical_inventory_balance AS physicalInventoryBalance,
        tsf.occupied_inventory_balance AS occupiedInventoryBalance,
        tsf.Intransit_inventory_balance AS IntransitInventoryBalance,
        IFNULL( twr.warehouse_receipt_outer_id, '-' ) AS warehouseReceiptOuterId,
        IFNULL( ( CASE tsf.inventory_type
        WHEN 0 THEN '-'
        WHEN 1 THEN tpo.purchase_order_outer_id
        WHEN 2 THEN tr.requisition_outer_id
        WHEN 3 THEN tcso.check_stock_order_outer_id
        WHEN 4 THEN '-'
        WHEN 5 THEN tor.order_outer_id
        WHEN 6 THEN tor.order_outer_id
        WHEN 7 THEN tpro.purchase_return_order_outer_id
        WHEN 8 THEN tr.requisition_outer_id
        WHEN 9 THEN tcso.check_stock_order_outer_id
        WHEN 10 THEN '-'
        WHEN 11 THEN tor.order_outer_id
        WHEN 12 THEN tor.order_outer_id
        WHEN 13 THEN td.distribution_outer_id
        WHEN 14 THEN td.distribution_outer_id
        WHEN 15 THEN tr.requisition_outer_id
        WHEN 16 THEN tr.requisition_outer_id
        WHEN 17 THEN td.distribution_outer_id
        WHEN 18 THEN td.distribution_outer_id
        WHEN 19 THEN tro.return_order_outer_id
        WHEN 20 THEN tr.requisition_outer_id
        WHEN 21 THEN td.distribution_outer_id
        WHEN 22 THEN tra.refund_apply_outer_id
        WHEN 23 THEN tra.refund_apply_outer_id
        WHEN 24 THEN tdro.distr_returned_order_outer_id
        WHEN 25 THEN tdro.distr_returned_order_outer_id
        WHEN 26 THEN tdro.distr_returned_order_outer_id
        ELSE '-' END ), '-') AS relatedId,
        tsp.single_product_inner_id AS singleProductInnerId,
        tp.product_inner_id
        FROM
        tenant_stock_flow tsf
        INNER JOIN tenant_product tp ON tsf.product_id = tp.product_inner_id
        AND tp.is_del = 0
        INNER JOIN tenant_single_product tsp ON tsf.single_product_id = tsp.single_product_inner_id
        AND tsp.is_del = 0
        INNER JOIN tenant_warehouse tw ON tsf.warehouse_id = tw.warehouse_inner_id
        LEFT JOIN tenant_employee_account tea ON tsf.oper_user = tea.tea_id
        LEFT JOIN tenant_warehouse_receipt twr ON tsf.warehouse_receipt_id = twr.warehouse_receipt_inner_id

        LEFT JOIN tenant_purchase_order tpo ON tsf.related_id = tpo.purchase_order_inner_id
        LEFT JOIN tenant_supplier tpots ON tpo.supplier_id = tpots.supplier_inner_id

        LEFT JOIN tenant_purchase_return_order tpro ON tsf.related_id = tpro.purchase_return_order_inner_id
        LEFT JOIN tenant_supplier tprots ON tpro.supplier_id = tprots.supplier_inner_id

        LEFT JOIN tenant_requisition tr ON tsf.related_id = tr.requisition_inner_id
        LEFT JOIN tenant_warehouse outtrtw ON tr.out_warehouse_id = outtrtw.warehouse_inner_id
        LEFT JOIN tenant_dealer outtrtd ON outtrtw.dealer_id = outtrtd.dealer_inner_id
        LEFT JOIN tenant_warehouse intrtw ON tr.in_warehouse_id = intrtw.warehouse_inner_id
        LEFT JOIN tenant_dealer intrtd ON intrtw.dealer_id = intrtd.dealer_inner_id

        LEFT JOIN tenant_check_stock_order tcso ON tsf.related_id = tcso.check_stock_order_inner_id

        LEFT JOIN tenant_order tor ON tsf.related_id = tor.order_inner_id
        LEFT JOIN tenant_user tortu ON tor.user_id = tortu.user_inner_id

        LEFT JOIN tenant_distribution td ON tsf.related_id = td.distribution_inner_id
        LEFT JOIN tenant_distr_order tdtdo ON td.distr_order_inner_id = tdtdo.distr_order_inner_id
        LEFT JOIN tenant_dealer intdtd ON tdtdo.distr_order_initiator_id = intdtd.dealer_inner_id
        LEFT JOIN tenant_dealer outtdtd ON tdtdo.distr_order_target_id = outtdtd.dealer_inner_id

        LEFT JOIN tenant_return_order tro ON tsf.related_id = tro.return_order_inner_id
        AND tro.return_order_src = 0
        LEFT JOIN tenant_order troto ON tro.order_inner_id = troto.order_inner_id
        LEFT JOIN tenant_user trotu ON troto.user_id = trotu.user_inner_id

        LEFT JOIN tenant_refund_apply tra ON tsf.related_id = tra.refund_apply_inner_id
        LEFT JOIN tenant_order trato ON tra.order_inner_id = trato.order_inner_id
        LEFT JOIN tenant_user tratu ON trato.user_id = tratu.user_inner_id

        LEFT JOIN tenant_distr_returned_order tdro ON tsf.related_id = tdro.distr_returned_order_inner_id
        LEFT JOIN tenant_dealer intdrotd ON tdro.distr_returned_in_dealer = intdrotd.dealer_inner_id
        LEFT JOIN tenant_dealer outtdrotd ON tdro.distr_returned_out_dealer = outtdrotd.dealer_inner_id
         WHERE tsf.is_del = 0 
        GROUP BY
        tsf.stock_flow_id
        ) t1
          
        ORDER BY
        t1.createDate DESC,
        t1.product_inner_id DESC ) TOTAL","storesys_23wzoeqkdn","13d28dfd1c7e81b29c9513328b45befd","172.17.0.11","18.144","0.001","13069049","1"
